,pmid,secid,sentid,section,sentence_text,pred_consort_relevant
88,10+1080_15325024+2011+650128,1,2,,Adolescents (N = 139) aged 12–17 were randomly assigned to an intervention or to a waiting list group.,[]
89,10+1080_15325024+2011+650128,1,3,,Levels of distress were assessed at baseline and at posttest.,"['D06b', 'D06a']"
90,10+1080_15325024+2011+650128,1,4,,A follow-up assessment was conducted 5 months after both groups had received the intervention.,[]
91,10+1080_15325024+2011+650128,1,5,,"Results at posttest showed a reduction in posttraumatic stress symptoms in both groups, an increase in depression in the intervention group, and no change in anxiety symptoms.",[]
92,10+1080_15325024+2011+650128,1,6,,"At follow-up, a significant decline in depression scores was evident.",[]
93,10+1080_15325024+2011+650128,1,7,,"Overall, no evidence for improvements due to the intervention was found.",[]
94,10+1159_000319534,0,0,Title,Prevention of Childhood Anxiety and Depression : Efficacy of an Additional Parent Training Program,[]
95,10+1159_000319534,1,1,Background,"Anxiety and depression are among the most common disorders in children and adolescents, and are as-sociated with substantial psychosocial impairment.",[]
96,10+1159_000319534,1,2,Background,"Cognitive behavioral prevention programs have been proven to be effective, but the benefit to children varies considerably.",[]
97,10+1159_000319534,1,3,Background,Parental behavior seems to be a promising moderator of a program’s success.,[]
98,10+1159_000319534,1,4,Background,Parent training programs are aimed at modifying such parental behaviors.,[]
99,10+1159_000319534,1,5,Background,The aim of our study is to explore the efficacy of an additional parent training program in the prevention of anxiety and depression in 8 to 12-year-old children.,[]
100,10+1159_000319534,2,6,Patients and Methods,"Applying a modified version of the FRIENDS program, adapted for the indicated prevention, 70 children were randomized to the groups ‘prevention’ or ‘prevention + parent training’.","['D04b', 'D04a']"
101,10+1159_000319534,2,7,Patients and Methods,"Using a MANOVA, dependent variables encompassing the Child Behavior Checklist, the Spence Children’s Anxiety Scale, and the Depression Inventory for Children and Adolescents were analyzed.",['D09']
102,10+1159_000319534,3,8,Results,An additional parent training program yielded no incremental effects to the children’s preventive program at post-treatment.,[]
103,10+1159_000319534,3,9,Results,Children whose parents displayed higher rates of psychopathology responded better to the program – whether or not parents took part in the training program.,[]
104,10+1159_000319534,3,10,Results,"In addition, the parents of all children reported greater competence in handling their child.",[]
105,10+1159_000319534,4,11,Discussion,Positive parental evaluation of the training program and high attendance rates did not seem to correspond with short-term symptom reduction in the children.,[]
106,10+1159_000319534,4,12,Discussion,Possibly children’s participation in the prevention program may cause the parents to perceive greater competence.,[]
107,10+1159_000319534,4,13,Discussion,Long-term outcomes have to be investigated.,[]
108,10+1177_0829573510386449,0,0,Title,The Prevention of Depression and Anxiety in a Sample of High-Risk Adolescents: A Randomized Controlled Trial,[]
109,10+1177_0829573510386449,1,1,,This study investigated the efficacy of cognitive behavioural therapy (CBT) techniques in preventing depression and anxiety in a group of adolescent high school students with elevated risk for developing emotional disorders.,[]
110,10+1177_0829573510386449,1,2,,Students were screened using a measure of depression severity and clinical interview.,"['D06b', 'D06a']"
111,10+1177_0829573510386449,1,3,,"Following screening procedures, students at risk for, but not currently diagnosed with, depression were randomly assigned to one of two intervention groups :  a CBT (n = 25) or an active control group (n = 21).","['D04b', 'D04a']"
112,10+1177_0829573510386449,1,4,,"Assessment measures were administered before treatment, after treatment, and at 3- and 6-month follow-up.","['D06b', 'D06a']"
113,10+1177_0829573510386449,1,5,,Both groups exhibited significant improvements in mood symptomatology and self-esteem outcomes over time.,[]
114,10+1177_0829573510386449,1,6,,Significant differences between groups were not observed at posttreatment and two follow-up points of assessment.,[]
115,10+1177_0829573510386449,1,7,,The efficacy of CBT techniques was also examined using a “benchmarking” strategy.,[]
116,10+1177_0829573510386449,1,8,,The limitations of this study and future research directions are discussed.,[]
117,10+1375_prp+5+1+40,0,0,Title,Effectiveness of a School-Based Indicated Early Intervention Program for Māori and Pacific Adolescents,[]
118,10+1375_prp+5+1+40,1,1,,This study set out to determine the efficacy of a school-based early intervention program (the Kiwi ACE program) with Māori and Pacific adolescents experiencing depressive symptoms.,[]
119,10+1375_prp+5+1+40,1,2,,"A large group (N = 419) of Māori and Pacific students (average age 14 years) was screened for depressive symptoms and, from a pool of students scoring greater than 63 on the Children's Depression Inventory (CDI), 56 students were randomly assigned to either an intervention or control group.","['D06b', 'D06a']"
120,10+1375_prp+5+1+40,1,3,,"After attrition, the final sample constituted 24 young people after one year.",[]
121,10+1375_prp+5+1+40,1,4,,The intervention comprised eight 90-minute sessions conducted in school time.,[]
122,10+1375_prp+5+1+40,1,5,,"Students were taught to more fully understand the relationships between thinking, feeling and behaviour, to challenge beliefs and to solve interpersonal problems.","['D04b', 'D04a']"
123,10+1375_prp+5+1+40,1,6,,At immediate posttest (p = .045) and at one-year follow-up (p < .001) a significant effect for condition was obtained :  the intervention group reported lower depressive symptoms.,[]
124,10+1375_prp+5+1+40,1,7,,Efficacy of the intervention was supported by qualitative data obtained from focus groups.,[]
125,10+1375_prp+5+1+40,1,8,,Further controlled trials on a larger scale are recommended to establish the durability and generalisability of the effects of program participation.,[]
126,10+14704_nq+2018+16+5+1312,0,0,Title,Internalizing behavior disorders symptoms reduction by a social skills training program among Chinese students: A randomized controlled trial,[]
127,10+14704_nq+2018+16+5+1312,1,1,,The primary aim of this study was to evaluate the effectiveness of a social skills training program for Chinese students' internalizing behavior disorders symptoms reduction.,[]
128,10+14704_nq+2018+16+5+1312,1,2,,"Additionally, the study aimed to clarify whether the use of social skills training program would lead to better outcome than the use of daily usual program.",[]
129,10+14704_nq+2018+16+5+1312,1,3,,Our RCT study randomly assigned 29 students who were suspected of internalizing behavior disorders to an intervention group in which students received a cognitive-behavioral approach-based social skills training program (n = 16) or to a control group with daily usual program during the period (n = 13).,[]
130,10+14704_nq+2018+16+5+1312,1,4,,"The analyses suggest that students receiving the social skills training program reported a significantly decrease of anxiety, depression and withdrawal symptoms during the end of the intervention and follow-up interval than did students in the control group.",[]
131,10+14704_nq+2018+16+5+1312,1,5,,Cognitive-behavioral approach-based social skills interventions may help increase the sustainability of outcome after treatment for internalizing behavior disorders symptoms.,[]
132,10+6018_analesps+35+2+342591,0,0,Title,Prevention of Depressive Symptoms and Promotion of Well-being in Adolescents:A Randomized Controlled Trial of theSmile Program,[]
133,10+6018_analesps+35+2+342591,1,1,Abstract,This  study  addressed  the  development  and  evaluation  of  the Smile  Program whose  main objective was the prevention of depression and the  promotion  of  well-being  in  adolescents.,[]
134,10+6018_analesps+35+2+342591,1,2,Abstract,The  program  is  based  on  in-terventions that have been shown to be efficacious (a cognitive-behavioral approach).,[]
135,10+6018_analesps+35+2+342591,1,3,Abstract,Participants  were  89  adolescents  (mean  age  =  13.88  years; SD= 0.95) recruited from a sample of 1212 students from seven schools.,['D03b']
136,10+6018_analesps+35+2+342591,1,4,Abstract,Re-sults  showed  a  significant reduction in self-reported depressive symptoms in  the  intervention  group  (n=  51)  as  compared  to  youth  in  the  control group (n= 38).,[]
137,10+6018_analesps+35+2+342591,1,5,Abstract,"Based on parents’ report (n=56), youth in the intervention group  had  significantly  betterself-esteem  at  post-test  as  compared  to youth in the control group.",[]
138,10+6018_analesps+35+2+342591,1,6,Abstract,"At four months post intervention, youth in the intervention  group  had  higher  psychological  well-being  than  those  in  the control group; at the 8-month follow-up, youth in the intervention condition reported better family self-concept.",[]
139,12602420,0,0,Title,Preventing adolescent depression: an evaluation of the problem solving for life program.,[]
140,12602420,1,1,,This study evaluated the effectiveness of the Problem Solving For Life program as a universal approach to the prevention of adolescent depression.,[]
141,12602420,1,2,,Short-term results indicated that participants with initially elevated depressions scores (high risk) who received the intervention showed a significantly greater decrease in depressive symptoms and increase in life problem-solving scores from pre- to postintervention compared with a high-risk control group.,[]
